State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Temperature,Precipitaion,Humidity,Soil_Type
Maharashtra,AHMEDNAGAR,1997,Autumn     ,Maize,1,1113,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Kharif     ,Arhar/Tur,17600,6300,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Kharif     ,Bajra,274100,152800,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Kharif     ,Gram,40800,18600,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Kharif     ,Jowar,900,1100,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Kharif     ,Maize,4400,4700,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Kharif     ,Moong(Green Gram),10200,900,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Kharif     ,Pulses total,451,130,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Kharif     ,Ragi,2600,2100,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Kharif     ,Rice,5900,7200,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Kharif     ,Sugarcane,45900,38940,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Kharif     ,Total foodgrain,3384,1836,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Kharif     ,Urad,1600,800,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Rabi       ,Jowar,598400,217000,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Rabi       ,Maize,6200,9100,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Rabi       ,Other  Rabi pulses,60,3,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Rabi       ,Wheat,79700,87100,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Summer     ,Maize,1100,1900,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1997,Whole Year ,Cotton(lint),98,17900,24.243,42.3484,84,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Arhar/Tur,18800,9700,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Bajra,302400,243900,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Castor seed,400,100,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Cotton(lint),12100,19900,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Groundnut,7100,6200,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Jowar,300,500,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Maize,5800,12500,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Moong(Green Gram),15600,9100,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Niger seed,2100,900,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Other Cereals & Millets,4100,2400,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Other Kharif pulses,16800,7000,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Ragi,3000,2100,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Rice,5600,7400,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Sesamum,900,300,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Soyabean,4600,5500,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Sugarcane,59600,5231800,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Sunflower,11500,3500,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Urad,2800,1300,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Gram,59600,40900,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Jowar,453200,227900,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Linseed,1200,400,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Maize,7900,12200,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Other  Rabi pulses,500,300,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Other Cereals & Millets,3000,3700,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Rapeseed &Mustard,200,,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Safflower,30000,18500,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Sesamum,400,100,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Sunflower,9200,5100,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Wheat,124400,154200,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Summer     ,Groundnut,15000,25700,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Summer     ,Maize,1500,2300,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1998,Summer     ,Sunflower,300,200,23.1,8.7838,70,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Arhar/Tur,19000,9900,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Bajra,310600,178300,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Castor seed,700,200,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Cotton(lint),15000,22600,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Groundnut,7300,5400,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Jowar,800,700,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Maize,6400,9500,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Moong(Green Gram),16800,3700,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Niger seed,2000,500,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Other Kharif pulses,17400,5100,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Ragi,2600,2500,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Rice,5700,8000,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Sesamum,900,200,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Small millets,600,500,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Soyabean,7500,10400,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Sunflower,11200,3900,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Urad,3200,800,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Gram,55300,34600,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Jowar,498300,190900,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Linseed,1100,300,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Maize,8800,13900,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Other  Rabi pulses,1600,700,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Rapeseed &Mustard,100,0,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Safflower,32200,16500,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Sesamum,400,100,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Small millets,800,200,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Sunflower,8800,5000,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Wheat,127000,178800,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Summer     ,Groundnut,14100,27800,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Summer     ,Maize,1700,2800,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Summer     ,Sunflower,300,200,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,1999,Whole Year ,Sugarcane,66600,5962900,22.8118,39.5078,35,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Arhar/Tur,19100,9400,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Bajra,326100,187300,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Castor seed,500,200,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Cotton(lint),15700,25600,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Groundnut,6800,6100,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Jowar,800,700,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Maize,7000,4400,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Moong(Green Gram),19400,8400,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Niger seed,2300,600,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Other Kharif pulses,19100,6400,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Ragi,4800,4300,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Rice,5500,3800,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Sesamum,1100,200,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Small millets,2700,1500,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Soyabean,7200,6200,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Sunflower,10500,5300,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Urad,3400,1800,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Gram,61000,30300,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Jowar,518700,160800,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Linseed,1200,300,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Maize,14000,16200,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Other  Rabi pulses,600,200,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Rapeseed &Mustard,200,100,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Safflower,30400,14500,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Sesamum,400,100,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Sunflower,7800,4000,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Wheat,94700,135800,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Summer     ,Groundnut,11000,18300,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Summer     ,Sunflower,200,100,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2000,Whole Year ,Sugarcane,67100,5163900,23.2746,9.2558,33,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Arhar/Tur,16700,5400,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Bajra,194400,82000,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Castor seed,200,100,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Cotton(lint),13500,16700,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Groundnut,5700,4500,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Jowar,200,100,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Maize,6400,9800,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Moong(Green Gram),21000,3600,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Niger seed,2200,400,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Other Kharif pulses,8900,2200,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Ragi,4600,7000,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Rice,7300,4100,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Sesamum,800,300,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Small millets,1400,900,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Soyabean,7600,9000,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Sunflower,8600,2900,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Urad,4500,900,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Gram,60000,33100,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Jowar,528900,175000,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Linseed,1300,300,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Maize,12300,22600,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Other  Rabi pulses,800,400,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Rapeseed &Mustard,100,10,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Safflower,27400,11700,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Sesamum,200,10,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Small millets,6000,2900,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Sunflower,5400,7000,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Wheat,93800,156300,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Summer     ,Groundnut,11000,17200,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Summer     ,Maize,1500,2100,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Summer     ,Sunflower,100,100,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2001,Whole Year ,Sugarcane,52000,3596300,23.5674,4.0668,29,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Arhar/Tur,14600,5700,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Bajra,218400,158900,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Castor seed,100,10,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Cotton(lint),10800,8300,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Groundnut,5800,4000,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Jowar,100,100,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Maize,7000,12300,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Moong(Green Gram),21000,10100,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Niger seed,2600,700,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Other Kharif pulses,13600,2400,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Ragi,4600,3900,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Rice,7400,1700,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Sesamum,1300,200,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Small millets,3400,1300,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Soyabean,15100,18800,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Sunflower,9300,3500,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Urad,4700,2200,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Gram,64500,26500,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Jowar,494900,117300,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Linseed,1000,200,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Maize,11700,9100,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Other  Rabi pulses,600,200,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Rapeseed &Mustard,100,10,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Safflower,24700,7800,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Sesamum,100,10,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Small millets,1700,400,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Sunflower,4200,1800,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Wheat,70400,88500,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Summer     ,Groundnut,5800,9900,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Summer     ,Maize,1100,1800,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2002,Whole Year ,Sugarcane,49400,3303000,23.5598,28.5188,85,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Arhar/Tur,9000,3000,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Bajra,204100,70800,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Cotton(lint),10400,10400,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Groundnut,4200,2600,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Jowar,100,200,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Maize,6700,6400,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Moong(Green Gram),8800,2500,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Niger seed,2100,600,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Other Kharif pulses,10700,1600,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,other oilseeds,100,0,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Ragi,4600,3700,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Rice,7600,5900,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Sesamum,700,200,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Small millets,1300,400,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Soyabean,17900,18500,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Sunflower,7500,2000,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Urad,3500,1800,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Gram,50900,20500,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Jowar,478300,55100,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Linseed,800,200,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Maize,10500,5400,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Other  Rabi pulses,200,0,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Rapeseed &Mustard,200,100,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Safflower,20300,3400,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Sesamum,100,100,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Small millets,900,100,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Sunflower,2100,700,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Wheat,39200,39500,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Summer     ,Groundnut,1300,2400,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Summer     ,Sunflower,100,100,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Banana,100,11170,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Grapes,331,7074,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Mango,9294,17180,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Onion,30003,296694,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Sugarcane,31200,1486800,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Tomato,1647,3291,23.7654,3.5496,87,Sandy
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Arhar/Tur,12200,4800,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Bajra,240500,143400,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Groundnut,5300,3900,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Jowar,100,100,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Maize,11400,14000,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Moong(Green Gram),13100,4300,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Niger seed,2500,800,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Other Cereals & Millets,2900,1000,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Other Kharif pulses,16300,4100,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Kharif     ,other oilseeds,500,200,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Ragi,3000,2400,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Rice,8000,5800,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Sesamum,1100,400,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Sunflower,11000,5800,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Urad,5000,3100,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Gram,61700,40900,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Jowar,555000,263300,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Linseed,1100,200,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Maize,10900,22100,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Other  Rabi pulses,300,100,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Other Cereals & Millets,900,200,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Rapeseed &Mustard,200,0,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Safflower,20800,12400,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Sesamum,100,0,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Soyabean,35500,51800,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Sunflower,2600,1500,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Wheat,89300,154600,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Summer     ,Groundnut,9500,11700,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Summer     ,Maize,3100,4300,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Summer     ,Sunflower,100,100,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Whole Year ,Cotton(lint),15900,26700,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2004,Whole Year ,Sugarcane,17000,1001800,23.456,8.3676,20,Sandy
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Arhar/Tur,13000,6600,22.8787,46.7888,36,Sandy
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Bajra,243900,148900,22.8787,46.7888,36,Sandy
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Cotton(lint),20600,36500,22.8787,46.7888,36,Sandy
